source_index,tweet_id,topic,original_text,cleaned_text
78,2079594808683979109,3,"Ground reporters, including female journalists, faced intimidation and heckling while attempting to report from CJP protest sites yesterday.

=&gt; First harass male and female journalists, then blame the media for not covering your protest. https://t.co/YgKqHFUykM","Ground reporters, including female journalists, faced intimidation and heckling while attempting to report from CJP protest sites yesterday. => First harass male and female journalists, then blame the media for not covering your protest."
79,2079593915859304684,2,"#DeepStateDipke | Did the US know about the Delhi protests before they happened? Arnab puts the timeline, the alleged toolkit, and the questions surrounding the Delhi protests under the scanner tonight.

Watch #NationsSharpestOpnion now, on-air, and online. Tune in and fire in https://t.co/bYIwiqRuhG","DeepStateDipke | Did the US know about the Delhi protests before they happened? Arnab puts the timeline, the alleged toolkit, and the questions surrounding the Delhi protests under the scanner tonight. Watch NationsSharpestOpnion now, on-air, and online. Tune in and fire in"
80,2079591176232218918,4,"What CJP protest ? Kaun hai yeh CJP ? This was started as student protest for education. To protect education system. 370 wapas lana, umar khaleed, Ram- Sita, etc etc… yeh kaisa education protest hai ? Dont make yourselves fools, kyunki aise lomdi aur bhediye tumhe khana banakar","What CJP protest ? Kaun hai yeh CJP ? This was started as student protest for education. To protect education system. 370 wapas lana, umar khaleed, Ram- Sita, etc etc… yeh kaisa education protest hai ? Dont make yourselves fools, kyunki aise lomdi aur bhediye tumhe khana banakar"
81,2079587770717323603,27,"According to a top YouTube journalist who has been covering the CJP protest,

Around 8,000 food orders were delivered at the CJP protest today. Most of the orders were for pizza, burgers, chole bhature, and biryani - all expensive food items.

Even if we assume the average cost","According to a top YouTube journalist who has been covering the CJP protest, Around 8,000 food orders were delivered at the CJP protest today. Most of the orders were for pizza, burgers, chole bhature, and biryani - all expensive food items. Even if we assume the average cost"
82,2079579354343039195,3,"BREAKING : Times Now journalist Dev Kotak mob-Iynched and brutally beaten by CJP goons today.

They even looted his mobile, watch and specs.

CJP is NOT a student's protest, but run by a bunch of Anarchists and Hooligans.

Abhijeet Dipke is directly responsible for this. https://t.co/F34wFekGBP","BREAKING : Times Now journalist Dev Kotak mob-Iynched and brutally beaten by CJP goons today. They even looted his mobile, watch and specs. CJP is NOT a student's protest, but run by a bunch of Anarchists and Hooligans. Abhijeet Dipke is directly responsible for this."
83,2079578299752435981,2,What was a Gunda doing in CJP Protest?! https://t.co/EeCX7YEf73,What was a Gunda doing in CJP Protest?!
84,2079572422710395199,21,"She is the same woman who was targeting Modi ji during rishikesh protest.

After gov accepted the protesters demands now she went to support CJP. https://t.co/Qpyil36GKY",She is the same woman who was targeting Modi ji during rishikesh protest. After gov accepted the protesters demands now she went to support CJP.
85,2079570839981453795,18,"Prime Minister Modi should be assassinated. If it were up to me, I would do it myself ~ A Peaceful Protestor at CJP Protest 

This shows the level of retardation of these cockroaches

Disgusting https://t.co/Wwq4MudI72","Prime Minister Modi should be assassinated. If it were up to me, I would do it myself ~ A Peaceful Protestor at CJP Protest This shows the level of retardation of these cockroaches Disgusting"
86,2079568617566576894,4,Global CJP 🪳 Protest of Indian Students Studying Abroad. https://t.co/N1Aj3VZnhB,Global CJP 🪳 Protest of Indian Students Studying Abroad.
87,2079568090363527589,-1,"London CJP 🪳 Protest

Probably the Largest NRI Protest against Modi Govt in the last 12 years.

The World Is Waking Up To Reality. https://t.co/a0DTwaJi6u",London CJP 🪳 Protest Probably the Largest NRI Protest against Modi Govt in the last 12 years. The World Is Waking Up To Reality.
88,2079566386482041097,12,Finger print bureau and FSL units of delhi police have taken the finger print of all those involved in  vandalising the police vehicle and also at jantar mantar protest yesterday. https://t.co/9xymbcseie,Finger print bureau and FSL units of delhi police have taken the finger print of all those involved in vandalising the police vehicle and also at jantar mantar protest yesterday.
89,2079565288841076838,4,"Without Doing His Graduation He Managed To Appear For NEET Exam 😅

A viral interview from the CJP protest has sparked widespread discussion online after a participant was questioned about NEET. One can make out what’s really happening there 😂

According to information https://t.co/mUWz54vN4m",Without Doing His Graduation He Managed To Appear For NEET Exam 😅 A viral interview from the CJP protest has sparked widespread discussion online after a participant was questioned about NEET. One can make out what’s really happening there 😂 According to information
90,2079562512089985311,-1,"Arnab dismantles Abhijeet Dipke, Sonam Wangchuk and fraud CJP protest 🔥 https://t.co/y2HgPu279A","Arnab dismantles Abhijeet Dipke, Sonam Wangchuk and fraud CJP protest 🔥"
91,2079547447324656027,1,"Also very interesting: the same Delhi Police that was not allowing CJP to move even 100 metres towards Parliament, allowed Rahul Gandhi to reach right outside PM Residence! 

Do we need any more evidence that Congress-BJP is one unit? 

#BJPCongressEkHain","Also very interesting: the same Delhi Police that was not allowing CJP to move even 100 metres towards Parliament, allowed Rahul Gandhi to reach right outside PM Residence! Do we need any more evidence that Congress-BJP is one unit? BJPCongressEkHain"
92,2079544491372134410,6,"Must Watch and Share :

A female CJP protestor pushes Delhi Police officer on ground, without any provocation.

Then the lady officer lathi charges her.

This video perfectly explains the turn of events yesterday at the CJP protest. https://t.co/7NGQs79mZq","Must Watch and Share : A female CJP protestor pushes Delhi Police officer on ground, without any provocation. Then the lady officer lathi charges her. This video perfectly explains the turn of events yesterday at the CJP protest."
93,2079538836024201676,-1,"Hostel Daze fame actor Nikhil Vijay joined the CJP protest at Jantar Mantar.

Listen to what he has to say. https://t.co/IkG3VOBiV5",Hostel Daze fame actor Nikhil Vijay joined the CJP protest at Jantar Mantar. Listen to what he has to say.
94,2079538515529105807,1,"This is amazing! 

CJP and Sonam Wangchuk: One month protest at Jantar Mantar. Modi govt refuses to talk to them

Rahul Gandhi: Allowed to protest outside PM residence. In one hour Modi Govt starts dialogue 

Wah! Kya jugalbandi hai!",This is amazing! CJP and Sonam Wangchuk: One month protest at Jantar Mantar. Modi govt refuses to talk to them Rahul Gandhi: Allowed to protest outside PM residence. In one hour Modi Govt starts dialogue Wah! Kya jugalbandi hai!
95,2079532630262042849,-1,"#WATCH | Delhi | AAP National Convenor Arvind Kejriwal visits the Jantar Mantar protest site. He says, ""Modi ji doesn't have his own children, so he doesn't know what it is to have children. All these are our children. It is not right to beat up children. FIRs have been https://t.co/651V1Cn6ng","WATCH | Delhi | AAP National Convenor Arvind Kejriwal visits the Jantar Mantar protest site. He says, ""Modi ji doesn't have his own children, so he doesn't know what it is to have children. All these are our children. It is not right to beat up children. FIRs have been"
96,2079524087131705533,11,Abhijeet Dipke has removed Senior Cockroach Vijeta Dahiya from CJP following internal rift and eating burger without permission during protest  https://t.co/PVWPPG4UBs,Abhijeet Dipke has removed Senior Cockroach Vijeta Dahiya from CJP following internal rift and eating burger without permission during protest
97,2079516801554330087,3,"Anti-BJP Youtuber Arfa Khanum embarassed at CJP protest.

ARFA (smiling) :  ""Today I am meeting some Real Hindus"" 😳

MAN : ""Are you a Hindu? Do you support or oppose Cow Sl*ughter?""

AFRA : I am Indian.
 https://t.co/j0L6XYYdXa","Anti-BJP Youtuber Arfa Khanum embarassed at CJP protest. ARFA (smiling) : ""Today I am meeting some Real Hindus"" 😳 MAN : ""Are you a Hindu? Do you support or oppose Cow Sl*ughter?"" AFRA : I am Indian."
98,2079514948141568473,3,"This BKL is Ghazal Alagh 

Owner of Mama earth- Products you use for your kids daily

She supports Richa Chadha on anti national issues

She supports CJP protest

She and her company has always been in controversy 

A JUDGE ON SHARK TANK AS WELL- JOIN THE DOTS

THESE MFS Shark https://t.co/YSRP2FS7bh",This BKL is Ghazal Alagh Owner of Mama earth- Products you use for your kids daily She supports Richa Chadha on anti national issues She supports CJP protest She and her company has always been in controversy A JUDGE ON SHARK TANK AS WELL- JOIN THE DOTS THESE MFS Shark
99,2079513986719215998,2,Best scene from yesterday’s CJP protest. 🤣 https://t.co/nI6hRfoXr0,Best scene from yesterday’s CJP protest. 🤣
100,2079511159066263697,4,Vijata Dahiya (CJP spokesperson) skips the student protest: “Why join? People didn’t elect me I’m not accountable.” https://t.co/VuLRXNChvq,Vijata Dahiya (CJP spokesperson) skips the student protest: “Why join? People didn’t elect me I’m not accountable.”
101,2079508991638708622,1,"Mother Teresa is Reborn!

Btw, Delhi Police must thank Dimple Bhabhi to prove Samajwadi Party's involvement in this political protest. Investigation angle opened by her with her over enthusiasm. https://t.co/0Z3PR5WJau","Mother Teresa is Reborn! Btw, Delhi Police must thank Dimple Bhabhi to prove Samajwadi Party's involvement in this political protest. Investigation angle opened by her with her over enthusiasm."
